Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M1,176.46,181.42,136.29,117.50,117.86,113.25,168.92,119.49,132.96,158.93,183.22,135.45,180.17,170.32,234.56,223.25,207.61,170.13,2151.33,942.99,210.47,190.93,123.09,106.05,2307.76,237.21,96.72,1253.12,8061.92,101.11,1295.05,1858.54,68.97,140.35,130.56,2100.21,164.36,387.75,272.92,12.33,17.46,2.68,19908.62,106.71,111.42,108.60,100.10,2760.97,1.98,1020.54,84.13,90.37,541.06,164.48,4.35,877.00,311.71,7.89,347.60,1131.77,441.73,24.02,35.36,1553.41,337.27,21547.70,52.31,243.70,2.93,12.05,1281.08,1502.05,1989.23,30537.62,33006.67,1656.12,30.77,657.82,1499.32,1.30,278.33,392.13,388.23,3.61,17.12,64.77,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M2,181.91,186.70,140.03,120.00,120.58,113.18,173.15,122.27,137.62,165.00,187.27,143.47,185.55,163.69,242.49,233.81,201.15,170.88,2207.92,1045.12,213.46,194.10,124.97,105.28,2356.24,224.16,101.98,1297.21,8441.49,100.75,1315.22,1885.51,73.55,140.40,125.16,2121.26,155.14,374.98,279.51,12.22,16.71,2.50,20393.67,112.71,119.17,116.68,102.30,2836.17,1.90,1047.69,86.41,91.20,547.48,181.55,4.77,885.07,316.88,8.18,364.49,1170.22,461.56,23.42,33.99,1441.00,341.00,24293.31,52.06,245.98,3.21,12.21,1391.47,1560.82,2057.79,31909.52,31772.62,1742.62,34.14,703.05,1657.76,1.22,256.58,397.69,376.80,3.81,16.23,72.48,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M3,185.64,191.47,140.13,122.06,123.14,109.34,172.83,123.78,135.41,162.50,187.70,138.14,185.48,169.05,251.48,245.79,206.58,161.72,2184.16,1151.43,222.68,194.36,114.15,103.43,2359.25,201.26,103.57,1288.75,8470.78,99.50,1319.33,1807.74,77.72,144.66,117.42,2056.69,160.56,357.05,280.72,12.51,18.42,2.16,18660.81,117.83,124.70,122.60,106.19,2824.57,1.82,1105.74,84.69,92.77,577.05,178.22,5.05,886.54,301.78,7.87,405.23,1196.53,496.29,23.79,33.48,1441.00,341.00,22985.43,51.29,243.49,3.30,12.21,1340.63,1539.52,2035.93,31250.00,31142.73,1673.77,32.95,684.36,1655.41,1.26,274.61,395.22,379.83,4.10,15.54,71.01,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M4,182.61,188.31,139.75,120.94,122.21,105.94,171.85,122.85,135.79,160.46,186.18,135.60,183.33,198.43,244.60,236.93,209.38,157.25,2048.51,1029.33,237.27,192.10,110.35,101.15,2266.78,191.45,101.80,1304.06,8285.53,100.10,1408.10,1717.79,82.80,147.65,110.66,2073.64,152.14,353.70,274.22,12.57,19.57,1.95,17892.82,113.76,120.47,117.50,103.33,2834.10,1.49,1157.45,79.85,93.26,585.95,174.40,4.98,896.38,320.46,7.66,440.62,1232.58,529.42,22.48,31.93,1441.00,341.00,22114.53,51.30,228.09,3.32,11.56,1282.98,1437.22,2002.68,31098.58,30795.66,1650.07,31.55,653.62,1585.81,1.20,372.17,385.95,392.22,4.31,15.72,68.89,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M5,171.98,177.06,134.07,115.91,116.67,106.86,163.74,118.04,132.50,152.44,176.15,129.51,173.00,204.95,226.81,219.00,210.15,146.91,2002.52,955.44,236.98,187.30,103.82,93.85,2309.51,184.36,107.09,1236.62,7896.91,88.53,1518.00,1619.49,80.75,136.27,98.78,1999.25,158.01,367.03,268.88,12.57,18.33,2.43,16968.32,104.34,110.82,107.65,94.53,2722.67,1.14,1031.12,79.15,94.08,612.43,169.11,5.01,892.16,331.81,7.71,459.42,1134.58,520.93,20.27,30.37,1441.00,341.00,20295.34,51.89,228.88,3.23,12.04,1231.12,1340.30,1928.01,30106.82,30516.82,1585.50,28.67,620.00,1470.70,0.94,377.98,376.69,480.37,3.73,15.24,77.10,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M6,160.90,164.64,131.21,115.62,116.69,102.91,156.89,116.69,123.97,149.63,169.98,129.96,167.20,174.33,203.85,192.81,215.11,132.15,1885.51,956.33,228.30,183.60,92.75,85.00,2265.84,168.69,105.70,1182.69,7428.29,82.18,1642.30,1546.32,82.72,134.62,91.07,1850.96,159.14,362.31,267.33,12.56,19.38,2.46,16603.68,90.91,95.89,94.44,82.40,2697.67,1.16,927.63,91.87,94.50,606.14,145.09,4.52,862.84,318.56,7.38,464.02,1097.80,522.33,20.10,28.89,1441.00,341.00,19255.39,50.83,241.97,3.14,12.04,1203.80,1285.42,1855.93,28941.68,28831.91,1596.70,28.05,612.52,1443.86,0.79,271.49,376.69,509.14,3.81,15.61,75.86,3.11,11935.34,144.48,63643.22,3038.10,10842.92,2125.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2012M7,166.51,170.91,134.00,122.48,123.65,108.56,154.06,122.56,123.10,147.54,166.36,129.35,163.60,179.44,213.55,206.84,211.29,132.84,1876.25,966.85,239.18,180.36,91.36,87.16,2349.82,190.45,107.06,1209.43,7584.26,83.97,1735.12,1541.45,81.55,127.94,90.32,1881.48,168.08,357.19,333.00,11.38,19.10,2.95,16128.41,96.95,102.98,99.96,87.92,2671.84,1.18,952.54,94.47,94.72,578.36,139.63,4.44,857.92,313.18,7.34,552.54,1175.27,609.45,22.76,28.71,1505.54,345.59,18546.09,50.36,310.75,3.71,14.32,1223.30,1297.53,1847.75,27075.68,28394.08,1593.91,27.43,579.55,1425.82,0.87,284.78,380.81,515.30,3.44,16.53,85.04,3.20,10969.81,143.10,63568.83,2954.55,10160.19,2125.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2012M8,171.36,176.02,132.83,123.45,124.83,107.11,144.47,123.00,119.96,143.04,154.21,132.23,153.37,189.07,227.10,224.30,206.78,135.88,1843.33,954.84,260.63,183.13,93.46,89.16,2512.26,174.82,106.52,1221.67,7510.43,84.40,1755.74,1515.53,84.02,107.80,88.17,1897.77,155.68,354.71,332.23,11.40,18.39,2.84,15703.99,105.62,113.78,108.95,94.12,2913.43,1.22,930.61,86.38,95.02,582.87,126.69,4.65,856.66,323.45,7.12,585.75,1188.51,622.91,20.56,28.83,1549.86,353.18,18675.56,49.25,315.55,3.81,14.32,1122.96,1192.08,1816.32,25379.86,29050.36,1626.03,28.70,601.98,1453.26,0.90,316.26,384.93,506.41,3.62,17.79,87.97,3.44,10248.04,140.03,63682.98,2644.35,7154.51,2125.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2012M9,172.99,176.76,134.55,121.17,122.24,108.53,147.27,121.40,122.98,149.90,156.92,143.10,158.11,189.35,228.60,222.30,208.44,133.30,2064.12,966.85,260.20,180.25,93.18,86.08,2620.28,178.98,104.95,1267.90,8087.74,84.15,1716.05,1588.56,88.28,99.47,90.36,2177.68,162.65,353.34,320.71,11.38,18.76,2.85,17287.96,106.40,113.64,110.85,94.70,3571.69,1.26,879.53,68.77,95.65,590.50,137.82,4.81,878.20,323.55,7.05,559.56,1213.30,615.18,20.21,25.76,1582.85,358.23,20771.26,47.73,316.65,3.79,13.16,1054.30,1149.49,2009.85,23800.00,29221.25,1744.45,33.61,657.85,1623.65,0.91,312.79,382.25,531.43,3.34,18.89,85.04,3.42,10132.46,151.63,64069.57,2603.13,7197.94,2125.00,12046.04,,,,,,,,,,,,,,,,,,,,,,,,,
2012M10,171.23,174.77,135.03,120.28,121.48,106.11,151.47,120.68,123.40,152.70,162.63,143.09,163.00,184.09,223.58,215.43,209.32,126.19,1974.30,959.04,253.43,181.54,86.89,82.71,2463.54,173.32,104.47,1216.49,8062.03,81.95,1694.59,1637.41,85.24,113.95,90.22,2141.97,162.92,350.23,321.38,11.57,17.27,3.32,17168.74,103.27,111.79,108.43,89.60,3632.23,1.13,768.09,79.72,95.84,584.74,145.33,4.43,873.36,315.02,7.03,519.91,1119.92,565.53,20.39,24.15,1483.16,368.16,21233.70,44.61,318.41,3.83,12.84,1068.37,1204.76,1903.96,23960.87,26896.74,1747.01,33.19,633.37,1635.83,0.96,305.49,362.45,530.22,3.71,20.87,86.36,3.25,10153.78,149.73,64650.80,2668.48,6838.64,2172.83,11736.25,,,,,,,,,,,,,,,,,,,,,,,,,
2012M11,169.09,172.62,133.73,119.05,120.56,101.21,151.26,119.49,122.49,151.62,162.69,140.91,162.73,177.85,220.24,212.71,210.76,129.06,1948.83,937.34,249.68,192.02,87.22,86.10,2478.16,159.91,97.67,1199.96,7711.23,80.87,1902.06,1675.89,84.77,120.35,89.52,2181.97,171.91,353.03,321.60,11.64,16.83,3.54,16335.36,101.25,109.91,107.11,86.72,3448.23,1.16,743.13,77.90,96.62,590.73,134.91,4.68,870.05,326.53,7.32,490.60,1071.76,533.03,19.31,22.71,1483.03,368.11,20713.07,41.50,319.46,3.67,13.11,1104.83,1259.30,1912.40,24365.91,23563.41,1721.14,32.77,636.50,1576.36,0.89,300.16,349.93,490.52,3.60,20.85,82.75,3.33,9873.09,146.10,64970.67,2553.64,5782.77,2400.00,11637.39,,,,,,,,,,,,,,,,,,,,,,,,,
2012M12,169.96,173.88,134.96,118.92,120.65,98.46,158.31,119.60,124.22,154.94,171.85,138.58,170.84,174.61,220.58,211.78,211.22,137.71,2086.76,945.80,250.69,195.62,96.08,89.11,2431.82,152.71,96.60,1191.08,7966.49,83.37,2190.08,1863.90,89.33,128.87,93.51,2279.80,163.53,354.80,308.75,11.64,17.52,3.34,17448.50,101.41,109.57,106.40,88.26,3318.85,1.30,713.94,80.02,97.68,565.52,141.05,5.24,879.94,299.16,7.36,489.69,1088.78,534.79,19.20,22.56,1510.91,351.44,22880.89,43.67,303.04,3.69,12.88,1194.94,1354.16,2040.43,25144.63,23976.00,1688.53,31.96,689.62,1579.90,0.80,294.40,349.93,469.20,3.56,18.78,75.27,3.43,9529.28,150.12,64966.89,2530.00,5721.30,2400.00,11574.26,,,,,,,,,,,,,,,,,,,,,,,,,
2013M1,174.02,178.56,137.66,120.22,122.05,98.48,167.28,121.05,126.70,160.01,183.41,137.38,181.15,171.57,226.61,220.03,210.52,136.23,2037.61,933.82,238.81,195.39,96.95,86.39,2275.44,157.04,99.56,1208.08,8053.74,85.51,2088.60,1985.41,91.57,150.49,95.76,2334.47,169.19,334.12,303.36,11.39,17.79,3.34,17494.07,105.15,112.53,108.19,94.73,3957.60,1.13,776.54,82.79,99.09,573.39,149.85,6.16,870.59,302.02,7.33,456.81,1122.83,526.05,18.85,22.59,1506.78,338.87,24598.90,42.75,288.21,3.50,13.20,1246.59,1393.15,2031.41,25631.00,25518.09,1670.95,31.11,712.22,1638.89,0.84,298.91,325.23,458.26,3.80,18.04,73.06,3.52,9482.48,150.81,65091.61,2525.65,5380.60,2400.00,13730.95,,,,,,,,,,,,,,,,,,,,,,,,,
2013M2,175.53,180.64,137.38,119.56,121.44,97.30,168.58,120.29,125.23,159.65,185.81,134.36,183.32,181.10,230.72,226.45,209.55,137.72,2053.60,925.41,238.28,194.28,100.35,85.20,2197.70,149.46,104.03,1217.64,8060.93,89.71,1882.60,1923.50,93.82,154.64,96.39,2365.79,164.50,319.69,302.61,11.36,17.72,3.31,17690.10,107.64,116.49,111.12,95.31,4229.45,1.25,792.38,83.08,100.21,574.07,144.51,6.43,842.88,304.97,7.68,469.16,1131.98,536.38,18.21,21.85,1512.60,320.90,24211.74,43.41,271.68,3.79,13.45,1234.89,1374.59,2128.69,24501.20,25441.33,1627.59,30.33,751.93,1674.55,0.86,331.95,319.06,463.02,3.61,17.20,66.38,3.40,9465.73,151.34,64976.63,2535.00,5173.99,2400.00,14881.19,,,,,,,,,,,,,,,,,,,,,,,,,
2013M3,171.20,176.14,134.26,119.67,121.60,96.92,158.68,120.20,123.78,151.47,172.56,131.07,170.77,183.53,224.63,219.80,218.44,133.45,1911.28,938.57,235.11,191.79,97.32,82.47,2153.36,149.81,106.07,1162.42,7652.38,94.45,1783.98,2366.60,90.05,139.87,94.00,2173.35,176.56,313.78,309.58,11.36,18.31,3.78,16731.70,102.83,109.59,105.70,93.20,4094.76,1.34,771.87,73.36,101.47,564.52,135.05,6.56,822.00,311.85,7.49,467.95,1102.89,536.08,18.34,21.54,1462.01,297.40,23302.00,42.28,263.34,4.05,13.46,1207.47,1324.09,1929.15,24059.60,25316.98,1592.86,28.80,757.29,1582.95,0.90,337.77,321.11,467.95,3.81,16.97,63.11,3.42,9491.79,143.69,65155.51,2403.33,4424.14,2400.00,14707.96,,,,,,,,,,,,,,,,,,,,,,,,,
2013M4,167.80,173.32,132.30,121.80,124.01,95.66,154.35,121.97,123.11,143.86,166.77,121.72,163.99,181.28,219.15,211.19,222.82,130.09,1861.02,912.23,228.17,191.68,93.23,81.91,2294.72,149.79,101.67,1130.70,7221.16,92.54,1834.49,2433.05,95.86,137.39,96.24,2024.37,184.49,304.53,279.76,11.64,17.71,4.16,15629.31,98.84,102.96,101.50,92.07,4005.37,1.44,756.46,77.95,102.62,553.73,130.04,7.07,834.37,324.08,7.66,446.36,1086.75,517.79,17.66,20.73,1439.23,266.31,21589.64,41.41,264.17,3.81,13.73,1112.85,1208.59,1855.60,24021.43,26209.45,1485.08,25.20,706.09,1493.07,0.94,333.12,322.35,453.34,4.54,17.52,64.41,3.60,9213.35,136.60,65464.67,2331.82,4445.13,2400.00,14470.32,,,,,,,,,,,,,,,,,,,,,,,,,
2013M5,166.76,172.82,130.80,124.17,126.65,94.94,150.07,124.54,127.00,137.22,159.24,115.93,156.61,167.58,218.78,213.08,216.48,129.87,1832.57,908.00,226.89,179.59,93.13,81.73,2345.73,147.19,99.18,1117.66,7248.71,92.62,1835.82,2529.90,101.08,124.01,102.49,2031.89,184.15,294.78,295.37,11.41,16.94,4.07,14948.23,99.42,102.98,100.52,94.77,3847.06,1.47,763.38,89.17,104.16,552.09,137.80,7.36,833.20,357.96,8.23,476.74,1082.78,542.20,17.43,20.31,1466.97,272.37,20781.62,40.61,276.05,3.88,12.90,1086.81,1158.03,1831.01,24135.43,27984.38,1413.50,23.01,719.43,1475.17,0.93,295.21,323.58,420.65,4.39,18.55,61.09,3.60,9164.98,135.15,65950.20,2338.59,4478.10,2400.00,14330.03,,,,,,,,,,,,,,,,,,,,,,,,,
2013M6,164.04,170.43,126.50,121.76,124.53,89.02,144.40,122.15,124.75,130.79,152.21,110.08,149.60,154.20,218.34,211.89,215.64,124.11,1814.54,911.60,223.63,174.25,89.64,77.50,2283.58,138.26,90.79,1115.86,7000.24,93.08,1743.89,2600.19,100.39,114.82,104.74,2099.69,186.27,306.01,297.11,11.32,17.69,3.81,14280.28,99.84,103.36,100.39,95.77,3955.85,1.44,763.04,98.10,105.54,546.25,127.47,6.88,844.60,354.35,8.21,503.56,1058.59,560.16,16.96,19.61,1472.07,254.02,20267.40,39.94,266.85,3.96,16.49,1099.70,1117.67,1839.01,23474.95,30047.54,1342.36,21.11,713.53,1430.23,0.86,249.29,323.17,431.37,3.60,18.08,55.14,3.86,9010.65,131.56,66020.67,2296.75,4482.89,2400.00,14330.03,,,,,,,,,,,,,,,,,,,,,,,,,
2013M7,165.99,173.10,124.86,120.11,122.58,90.94,145.45,119.98,119.12,130.34,155.92,105.61,152.38,147.77,225.48,225.03,207.73,115.16,1769.61,925.41,213.46,176.58,82.22,72.79,2308.53,138.39,95.21,1003.37,6906.64,92.62,1598.54,2243.39,98.30,127.19,103.72,2047.73,155.67,298.76,279.01,10.98,16.98,3.64,13750.32,105.34,107.78,103.83,104.43,3895.24,1.41,729.86,98.45,106.41,538.26,116.26,7.35,827.70,349.24,7.96,528.34,1000.84,548.35,17.10,20.46,1375.48,256.16,19563.83,38.02,257.47,3.66,12.90,1010.89,1025.28,1837.62,20896.13,29290.04,1286.72,19.71,718.02,1401.48,0.92,223.05,323.50,453.91,3.55,17.42,50.22,4.20,8881.08,128.67,66023.44,2223.70,4483.07,2400.00,14330.03,,,,,,,,,,,,,,,,,,,,,,,,,
2013M8,168.57,175.44,125.70,117.07,119.25,91.26,151.02,117.44,119.98,136.75,163.36,111.03,160.07,143.38,230.59,228.91,204.73,115.32,1816.24,937.97,187.16,176.26,82.22,73.00,2483.61,135.15,94.01,991.21,7186.25,92.71,1621.80,2506.11,99.57,137.06,107.63,2173.08,171.19,304.39,234.94,10.97,17.00,3.41,14308.26,108.19,111.06,107.07,106.44,3851.23,1.36,722.84,96.12,106.50,509.77,116.53,6.96,845.05,345.49,8.46,470.99,944.27,498.05,17.24,21.36,1152.39,248.04,21638.21,34.99,258.93,3.66,11.54,964.49,1030.63,1896.39,20236.52,26803.43,1347.10,21.84,741.09,1496.09,1.06,219.27,323.79,406.69,3.39,17.98,48.29,4.47,8709.57,132.38,66157.09,2150.23,4492.15,2212.50,13062.37,,,,,,,,,,,,,,,,,,,,,,,,,
2013M9,167.94,174.72,123.28,113.47,115.53,89.15,149.09,114.24,119.46,135.57,160.86,111.11,157.82,140.38,232.54,229.55,207.35,116.28,1761.30,939.23,168.81,175.60,83.30,73.25,2616.05,132.28,87.78,985.02,7159.27,90.09,1525.27,2291.86,93.96,134.19,110.88,2084.92,168.41,300.12,207.49,10.96,17.01,3.62,13801.39,108.81,111.96,108.07,106.40,3827.17,1.32,725.80,91.73,106.20,470.00,119.66,5.81,865.13,330.05,8.90,490.19,934.97,503.24,17.62,21.58,1158.38,230.49,22735.07,34.45,257.50,3.38,11.35,1077.57,1159.01,1846.88,20717.48,28680.43,1348.80,22.56,709.14,1456.86,1.11,212.31,320.70,400.76,3.15,18.10,49.20,4.40,8659.59,130.38,66172.35,2210.00,4493.18,2025.00,11794.72,,,,,,,,,,,,,,,,,,,,,,,,,
2013M10,165.38,172.16,122.16,112.73,114.84,87.79,149.03,113.49,118.62,134.36,161.12,108.49,157.75,133.53,227.90,220.62,205.31,124.41,1814.58,936.82,153.69,178.07,85.44,81.75,2730.70,128.70,83.70,1009.27,7203.02,89.35,1520.09,2338.33,92.06,132.57,114.05,2115.43,176.10,304.31,201.78,10.93,16.49,3.66,14117.65,105.68,109.62,106.87,100.56,3737.97,1.23,762.62,87.76,105.28,453.26,114.96,6.10,876.96,324.30,9.62,460.83,897.66,472.83,18.81,22.19,1187.13,221.72,23101.59,34.85,278.15,3.27,9.60,1139.88,1198.72,1884.84,20576.09,27037.96,1316.18,21.92,724.61,1413.48,1.14,203.14,295.34,396.63,3.15,18.24,50.55,3.56,8632.82,130.85,66349.80,2224.57,4505.23,2041.30,12235.64,,,,,,,,,,,,,,,,,,,,,,,,,
2013M11,163.56,170.51,121.87,113.59,115.95,85.73,149.06,114.16,118.04,132.89,161.39,105.32,157.70,129.92,223.87,215.68,206.48,127.66,1747.96,922.13,149.01,183.31,88.36,83.25,2755.17,122.02,79.71,1021.49,7070.65,84.65,1549.37,2392.17,95.00,136.32,118.78,2089.56,189.88,297.36,199.18,10.96,16.71,3.65,13684.01,102.69,108.15,106.06,93.85,3703.16,1.33,810.30,81.50,104.66,448.81,112.93,6.38,878.25,332.48,10.18,461.65,897.31,476.66,17.75,21.61,1192.40,235.26,22826.88,35.59,259.78,3.50,8.27,1125.20,1189.59,1866.42,20838.10,26172.48,1275.82,20.76,733.36,1420.10,1.18,207.46,275.01,369.02,3.54,18.81,49.28,3.36,8323.04,128.55,66467.29,2280.71,4513.21,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2013M12,167.15,174.96,122.36,115.06,117.15,90.31,150.68,115.85,121.22,131.21,162.38,101.07,157.93,134.55,231.95,220.65,219.49,129.53,1739.81,925.41,146.97,185.95,89.44,84.66,2824.54,125.74,87.72,1007.60,7214.90,87.49,1557.11,2207.45,104.43,135.79,125.46,2136.73,179.30,287.35,197.55,10.99,17.72,4.28,13924.55,105.63,111.07,107.93,97.89,3628.63,1.40,795.27,78.57,104.25,447.55,116.05,7.53,892.83,353.63,10.32,495.00,872.47,488.67,16.54,20.75,1169.18,245.69,22762.13,34.59,246.11,3.62,8.44,1114.40,1198.15,1974.98,20990.00,26587.78,1225.40,19.61,716.95,1355.00,1.27,219.25,273.36,387.29,3.69,19.02,47.73,3.39,8231.34,129.27,66673.82,2290.00,4414.87,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M1,165.54,172.99,122.63,115.78,117.82,91.68,147.76,116.12,118.41,130.66,159.43,102.85,155.69,144.56,227.62,213.88,222.17,127.05,1727.41,928.42,148.77,187.46,87.97,82.83,2819.43,132.52,87.69,951.76,7291.47,90.96,1586.17,2431.18,101.52,128.12,126.81,2143.17,179.72,286.60,198.77,10.90,17.76,4.53,14101.25,102.22,107.93,103.77,94.96,3601.01,1.42,769.34,78.85,104.39,441.04,105.52,8.06,897.78,338.55,10.36,473.75,831.35,476.10,15.71,21.58,1110.12,249.00,22063.86,35.21,229.98,3.90,8.80,1092.75,1147.24,2036.93,21781.82,28134.57,1244.80,19.91,733.35,1420.30,1.39,241.41,265.95,449.43,3.96,20.65,47.53,3.25,8197.80,130.42,66925.97,2292.72,4077.34,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M2,169.33,176.70,124.91,119.69,120.98,104.48,144.66,119.50,118.22,130.71,155.16,107.06,152.13,153.81,233.57,218.97,230.83,119.47,1695.17,946.13,147.79,190.25,83.03,77.60,2992.76,173.64,95.90,974.82,7149.21,94.05,1658.39,2323.84,103.10,121.37,128.55,2108.03,193.77,291.84,209.36,10.83,17.96,5.16,14203.55,104.93,108.84,105.26,100.71,3541.05,1.46,811.20,86.35,104.50,447.00,97.30,7.79,902.19,340.80,10.53,499.36,873.66,496.80,16.89,22.60,1137.04,256.98,22820.68,35.55,242.80,4.53,8.77,1071.67,1117.21,2034.53,22333.75,31081.85,1300.98,20.83,728.55,1410.50,1.45,262.86,254.83,511.83,3.94,22.93,46.99,3.30,8078.55,129.42,66601.20,2295.00,4028.96,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M3,168.62,175.59,128.12,127.09,128.07,115.54,140.38,126.34,121.25,128.59,147.98,109.85,146.03,154.82,227.20,216.48,220.22,114.78,1705.37,966.85,145.98,197.76,79.75,74.58,3041.67,214.09,105.37,1014.26,6650.04,96.95,1729.28,2376.98,107.21,111.83,135.10,2053.08,187.31,290.92,222.39,10.69,17.81,4.48,15678.10,104.26,107.87,104.34,100.57,3586.63,1.53,860.52,113.21,105.23,434.14,103.48,7.43,905.74,354.53,10.72,506.69,928.54,522.00,17.89,23.01,1152.09,237.73,23024.31,34.70,275.61,4.66,9.13,1022.65,1077.57,2007.90,22452.38,30699.43,1336.08,20.74,773.07,1451.62,1.06,262.66,254.83,527.33,4.37,23.12,52.73,3.27,7937.96,127.11,65609.67,2252.38,3968.98,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M4,170.10,177.57,129.36,129.56,130.62,117.05,143.12,128.12,118.38,129.54,152.95,106.90,150.14,149.79,229.03,217.93,222.05,114.58,1810.68,945.50,148.67,191.23,78.52,75.44,3050.61,223.49,105.57,1008.35,6673.56,94.20,1763.83,2256.20,107.66,114.58,140.38,2087.09,182.63,290.33,222.43,10.79,17.67,4.61,17373.60,105.00,108.00,104.82,102.18,3565.62,1.60,825.32,120.33,107.09,409.94,99.58,7.56,912.49,333.98,10.72,533.63,934.10,547.19,18.21,24.65,1125.10,223.41,23405.20,32.74,276.38,4.11,9.65,1006.05,1088.02,2027.21,26650.00,29771.85,1299.00,19.71,793.11,1432.00,1.10,256.48,236.31,521.59,4.77,24.03,50.72,3.36,7871.86,129.00,62763.45,2137.05,3935.93,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M5,168.08,175.43,125.66,124.54,125.43,114.01,139.73,123.55,116.84,127.15,148.83,106.18,146.56,146.16,229.45,219.66,219.83,115.14,1751.05,916.00,159.63,194.55,78.83,75.88,3030.00,214.20,102.99,949.00,6891.13,92.71,1820.16,2217.55,109.30,100.56,145.28,2097.33,175.07,292.50,216.98,10.64,17.68,4.53,19401.08,105.79,109.83,105.53,102.00,3553.72,1.58,800.29,110.47,108.69,403.59,94.02,7.07,918.05,331.20,10.75,542.78,893.53,546.03,18.24,25.16,1127.28,219.52,23271.25,28.54,287.91,3.76,10.08,1043.20,1096.85,2058.98,30635.00,29993.23,1287.53,19.36,821.14,1456.20,1.04,254.94,236.31,476.13,3.75,22.66,49.61,3.36,7952.50,134.41,62513.27,2114.55,3927.12,2100.00,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M6,168.35,175.80,123.24,121.60,122.51,110.88,137.31,121.02,117.06,125.22,145.35,105.77,143.63,139.77,233.60,226.30,218.99,112.73,1838.95,926.07,150.75,200.79,77.35,74.14,3174.31,197.89,98.91,932.07,6821.14,90.90,2000.88,2212.72,105.09,92.85,147.47,2106.94,186.07,291.72,202.63,10.52,17.51,4.59,18628.81,108.55,112.24,108.17,105.23,3625.83,1.58,758.47,115.27,110.87,414.67,94.65,6.19,921.32,331.82,10.40,519.27,871.57,528.00,18.24,25.96,1112.06,223.70,22762.00,28.23,261.65,3.46,9.28,1050.39,1073.17,2128.10,32016.67,30458.60,1279.10,19.78,832.24,1452.76,1.05,233.71,236.31,477.79,3.75,21.44,46.63,3.45,8673.84,135.19,62586.79,2137.14,3931.73,2157.14,12345.87,,,,,,,,,,,,,,,,,,,,,,,,,
2014M7,164.81,171.58,123.09,119.24,119.84,112.20,139.56,118.58,114.11,128.84,149.67,108.71,148.11,135.99,225.16,219.90,202.85,108.29,1948.30,930.82,132.02,227.50,74.04,71.46,3196.04,196.90,101.79,880.60,7113.38,83.84,2048.97,2145.50,105.69,96.26,145.89,2193.24,176.49,292.70,182.29,9.40,17.43,4.04,19117.65,105.46,107.46,105.96,102.95,3820.55,1.48,752.89,128.67,112.53,428.00,91.57,6.39,930.59,322.32,9.85,451.02,813.86,463.23,18.73,26.15,1061.82,232.39,22424.01,28.40,238.55,3.52,8.75,1070.18,1078.15,2310.62,28672.17,31697.20,1310.97,20.92,871.70,1492.65,1.04,219.99,236.31,483.80,3.43,21.44,47.05,3.40,9201.73,140.55,62910.21,2190.22,3952.05,2157.39,12058.31,,,,,,,,,,,,,,,,,,,,,,,,,
